1.632993,   300000,    30160,   100000,    16434
1.595378,   300000,    28299,   100000,    15486
1.557762,   300000,    25955,   100000,    14161
1.520147,   300000,    23893,   100000,    13000
1.482531,   300000,    21529,   100000,    11789
1.444916,   300000,    19471,   100000,    10628
1.407300,   300000,    17742,   100000,     9703
1.369685,   300000,    15879,   100000,     8660
1.332070,   300000,    13889,   100000,     7589
1.294454,   300000,    11812,   100000,     6467
1.256839,   300000,    10457,   100000,     5714
1.219223,   300000,     8521,   100000,     4677
1.181608,   300000,     7208,   100000,     3931
1.143992,   300000,     5976,   100000,     3269
1.106377,   300000,     4727,   100000,     2613
1.068761,   300000,     3826,   100000,     2077
1.031146,   300000,     2797,   100000,     1521
0.993530,   300000,     2143,   100000,     1171
0.955915,   300000,     1459,   100000,      786
0.918300,   300000,      987,   100000,      553
