2.828427,   100000,     7900,   100000,     7900
2.763275,   100000,     7325,   100000,     7325
2.698123,   100000,     6873,   100000,     6873
2.632971,   100000,     6536,   100000,     6536
2.567820,   100000,     5878,   100000,     5878
2.502668,   100000,     5581,   100000,     5581
2.437516,   100000,     5033,   100000,     5033
2.372364,   100000,     4722,   100000,     4722
2.307212,   100000,     4131,   100000,     4131
2.242060,   100000,     3678,   100000,     3678
2.176908,   100000,     3356,   100000,     3356
2.111756,   100000,     2837,   100000,     2837
2.046605,   100000,     2529,   100000,     2529
1.981453,   100000,     2098,   100000,     2098
1.916301,   100000,     1918,   100000,     1918
1.851149,   100000,     1548,   100000,     1548
1.785997,   100000,     1302,   100000,     1302
1.720845,   100000,      972,   100000,      972
1.655693,   100000,      791,   100000,      791
1.590541,   100000,      599,   100000,      599
