2.000000,   200000,    22277,   100000,    15081
1.953931,   200000,    21188,   100000,    14239
1.907861,   200000,    19690,   100000,    13224
1.861792,   200000,    18313,   100000,    12338
1.815723,   200000,    17158,   100000,    11485
1.769653,   200000,    15750,   100000,    10558
1.723584,   200000,    14617,   100000,     9831
1.677515,   200000,    13373,   100000,     8974
1.631445,   200000,    11887,   100000,     7983
1.585376,   200000,    10913,   100000,     7323
1.539307,   200000,     9628,   100000,     6448
1.493237,   200000,     8502,   100000,     5706
1.447168,   200000,     7476,   100000,     4972
1.401099,   200000,     6424,   100000,     4292
1.355029,   200000,     5389,   100000,     3611
1.308960,   200000,     4604,   100000,     3069
1.262891,   200000,     3684,   100000,     2490
1.216821,   200000,     2986,   100000,     1976
1.170752,   200000,     2290,   100000,     1526
1.124683,   200000,     1822,   100000,     1216
