1.069045,   700000,    78305,   100000,    26375
1.044420,   700000,    71963,   100000,    24128
1.019795,   700000,    64419,   100000,    21943
0.995170,   700000,    58909,   100000,    19930
0.970545,   700000,    53274,   100000,    18123
0.945919,   700000,    45698,   100000,    15774
0.921294,   700000,    40631,   100000,    14090
0.896669,   700000,    36352,   100000,    12521
0.872044,   700000,    30593,   100000,    10633
0.847419,   700000,    26136,   100000,     9098
0.822794,   700000,    21442,   100000,     7487
0.798169,   700000,    17560,   100000,     6162
0.773544,   700000,    14035,   100000,     4972
0.748919,   700000,    10878,   100000,     3874
0.724294,   700000,     8255,   100000,     2946
0.699669,   700000,     6423,   100000,     2267
0.675043,   700000,     4682,   100000,     1702
0.650418,   700000,     3137,   100000,     1160
0.625793,   700000,     1975,   100000,      706
0.601168,   700000,     1345,   100000,      507
