1.414214,   400000,    35976,   100000,    16185
1.381638,   400000,    33370,   100000,    15138
1.349062,   400000,    30231,   100000,    13613
1.316486,   400000,    27534,   100000,    12399
1.283910,   400000,    24252,   100000,    10969
1.251334,   400000,    21319,   100000,     9621
1.218758,   400000,    19192,   100000,     8637
1.186182,   400000,    16877,   100000,     7631
1.153606,   400000,    13659,   100000,     6170
1.121030,   400000,    11874,   100000,     5383
1.088454,   400000,     9657,   100000,     4388
1.055878,   400000,     7798,   100000,     3499
1.023302,   400000,     6075,   100000,     2760
0.990726,   400000,     4834,   100000,     2167
0.958150,   400000,     3745,   100000,     1688
0.925574,   400000,     2744,   100000,     1220
0.892999,   400000,     1966,   100000,      885
0.860423,   400000,     1283,   100000,      582
0.827847,   400000,      783,   100000,      356
0.795271,   400000,      521,   100000,      237
