1.632993,   300000,    36211,   100000,    20164
1.595378,   300000,    34244,   100000,    19105
1.557762,   300000,    32168,   100000,    17902
1.520147,   300000,    29791,   100000,    16647
1.482531,   300000,    27436,   100000,    15292
1.444916,   300000,    25377,   100000,    14188
1.407300,   300000,    23377,   100000,    13064
1.369685,   300000,    21153,   100000,    11751
1.332070,   300000,    18959,   100000,    10565
1.294454,   300000,    17027,   100000,     9406
1.256839,   300000,    14850,   100000,     8343
1.219223,   300000,    13124,   100000,     7316
1.181608,   300000,    11207,   100000,     6243
1.143992,   300000,     9759,   100000,     5452
1.106377,   300000,     7741,   100000,     4312
1.068761,   300000,     6428,   100000,     3614
1.031146,   300000,     5167,   100000,     2916
0.993530,   300000,     4178,   100000,     2364
0.955915,   300000,     3218,   100000,     1823
0.918300,   300000,     2435,   100000,     1381
