2.000000,   200000,    28465,   100000,    19893
1.953931,   200000,    27476,   100000,    19136
1.907861,   200000,    26120,   100000,    18165
1.861792,   200000,    24725,   100000,    17205
1.815723,   200000,    23517,   100000,    16294
1.769653,   200000,    21885,   100000,    15190
1.723584,   200000,    20840,   100000,    14447
1.677515,   200000,    19281,   100000,    13283
1.631445,   200000,    17880,   100000,    12343
1.585376,   200000,    16527,   100000,    11391
1.539307,   200000,    15129,   100000,    10415
1.493237,   200000,    13733,   100000,     9418
1.447168,   200000,    12282,   100000,     8411
1.401099,   200000,    11020,   100000,     7537
1.355029,   200000,     9708,   100000,     6631
1.308960,   200000,     8601,   100000,     5822
1.262891,   200000,     7229,   100000,     4880
1.216821,   200000,     6143,   100000,     4138
1.170752,   200000,     5251,   100000,     3576
1.124683,   200000,     4290,   100000,     2881
