1.154701,   600000,    75397,   100000,    24931
1.128102,   600000,    69136,   100000,    22821
1.101504,   600000,    64161,   100000,    21106
1.074906,   600000,    58082,   100000,    19224
1.048308,   600000,    53702,   100000,    17672
1.021710,   600000,    47753,   100000,    15745
0.995112,   600000,    42634,   100000,    14066
0.968514,   600000,    37452,   100000,    12342
0.941915,   600000,    33315,   100000,    10954
0.915317,   600000,    28457,   100000,     9281
0.888719,   600000,    24573,   100000,     7992
0.862121,   600000,    20633,   100000,     6741
0.835523,   600000,    16907,   100000,     5501
0.808925,   600000,    14298,   100000,     4668
0.782327,   600000,    11365,   100000,     3684
0.755728,   600000,     9090,   100000,     2934
0.729130,   600000,     7134,   100000,     2287
0.702532,   600000,     5539,   100000,     1745
0.675934,   600000,     4173,   100000,     1348
0.649336,   600000,     3054,   100000,      951
