1.264911,   500000,    59237,   100000,    22729
1.235774,   500000,    54438,   100000,    20893
1.206637,   500000,    50574,   100000,    19374
1.177501,   500000,    46021,   100000,    17771
1.148364,   500000,    41948,   100000,    16080
1.119227,   500000,    37194,   100000,    14326
1.090090,   500000,    33784,   100000,    13047
1.060953,   500000,    29614,   100000,    11364
1.031817,   500000,    25992,   100000,     9988
1.002680,   500000,    22299,   100000,     8487
0.973543,   500000,    19170,   100000,     7363
0.944406,   500000,    15939,   100000,     6169
0.915269,   500000,    13310,   100000,     5101
0.886133,   500000,    10954,   100000,     4197
0.856996,   500000,     8759,   100000,     3359
0.827859,   500000,     6990,   100000,     2675
0.798722,   500000,     5218,   100000,     1992
0.769585,   500000,     3976,   100000,     1517
0.740449,   500000,     3035,   100000,     1150
0.711312,   500000,     2123,   100000,      800
