2.828427,   100000,    15602,   100000,    15602
2.763275,   100000,    15230,   100000,    15230
2.698123,   100000,    14831,   100000,    14831
2.632971,   100000,    14298,   100000,    14298
2.567820,   100000,    13413,   100000,    13413
2.502668,   100000,    12944,   100000,    12944
2.437516,   100000,    12470,   100000,    12470
2.372364,   100000,    11617,   100000,    11617
2.307212,   100000,    10782,   100000,    10782
2.242060,   100000,    10394,   100000,    10394
2.176908,   100000,     9644,   100000,     9644
2.111756,   100000,     9005,   100000,     9005
2.046605,   100000,     8457,   100000,     8457
1.981453,   100000,     7723,   100000,     7723
1.916301,   100000,     7177,   100000,     7177
1.851149,   100000,     6322,   100000,     6322
1.785997,   100000,     5641,   100000,     5641
1.720845,   100000,     4887,   100000,     4887
1.655693,   100000,     4438,   100000,     4438
1.590541,   100000,     3762,   100000,     3762
